C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/11/2017,05:00:00,REGULAR,0003622883,0001515385                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/11/2017,09:00:00,REGULAR,0003622890,0001515388                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/11/2017,13:00:00,REGULAR,0003622978,0001515442                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/11/2017,17:00:00,REGULAR,0003623160,0001515544                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/11/2017,21:00:00,REGULAR,0003623332,0001515601                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/12/2017,01:00:00,REGULAR,0003623381,0001515606                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/12/2017,05:00:00,REGULAR,0003623381,0001515606                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/12/2017,09:00:00,REGULAR,0003623404,0001515646                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/12/2017,13:00:00,REGULAR,0003623515,0001515739                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/12/2017,17:00:00,REGULAR,0003623719,0001515868                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/12/2017,21:00:00,REGULAR,0003624023,0001515957                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,01:00:00,REGULAR,0003624082,0001515964                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,05:00:00,REGULAR,0003624083,0001515965                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,07:26:47,REGULAR,0003624090,0001515978                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,09:00:00,REGULAR,0003624122,0001516018                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,13:00:00,REGULAR,0003624255,0001516117                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,17:00:00,REGULAR,0003624511,0001516188                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,21:00:00,REGULAR,0003624827,0001516256                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/14/2017,01:00:00,REGULAR,0003624898,0001516270                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/14/2017,05:00:00,REGULAR,0003624903,0001516272                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/14/2017,09:00:00,REGULAR,0003624930,0001516310                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/14/2017,13:00:00,REGULAR,0003625036,0001516393                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/14/2017,17:00:00,REGULAR,0003625241,0001516509                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/14/2017,21:00:00,REGULAR,0003625572,0001516580                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/15/2017,01:00:00,REGULAR,0003625643,0001516586                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/15/2017,05:00:00,REGULAR,0003625647,0001516588                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/15/2017,09:00:00,REGULAR,0003625677,0001516641                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/15/2017,13:00:00,REGULAR,0003625805,0001516751                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/15/2017,17:00:00,REGULAR,0003626087,0001516879                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/15/2017,21:00:00,REGULAR,0003626428,0001516983                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/16/2017,01:00:00,REGULAR,0003626513,0001516994                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/16/2017,05:00:00,REGULAR,0003626520,0001516997                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/16/2017,09:00:00,REGULAR,0003626548,0001517033                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/16/2017,13:00:00,REGULAR,0003626687,0001517170                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/16/2017,17:00:00,REGULAR,0003627009,0001517312                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/16/2017,21:00:00,REGULAR,0003627314,0001517415                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/10/2017,01:00:00,REGULAR,0002973164,0001412258                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/10/2017,05:00:00,REGULAR,0002973173,0001412258                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/10/2017,09:00:00,REGULAR,0002973179,0001412272                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/10/2017,13:00:00,REGULAR,0002973293,0001412392                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/10/2017,17:00:00,REGULAR,0002973540,0001412610                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/10/2017,21:00:00,REGULAR,0002973786,0001412765                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/11/2017,01:00:00,REGULAR,0002973851,0001412793                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/11/2017,05:00:00,REGULAR,0002973861,0001412800                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/11/2017,09:00:00,REGULAR,0002973866,0001412806                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/11/2017,13:00:00,REGULAR,0002973925,0001412909                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/11/2017,17:00:00,REGULAR,0002974100,0001413056                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/11/2017,21:00:00,REGULAR,0002974250,0001413140                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/12/2017,01:00:00,REGULAR,0002974307,0001413147                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/12/2017,05:00:00,REGULAR,0002974309,0001413149                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/12/2017,09:00:00,REGULAR,0002974337,0001413190                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/12/2017,13:00:00,REGULAR,0002974465,0001413319                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/12/2017,17:00:00,REGULAR,0002974706,0001413517                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/12/2017,21:00:00,REGULAR,0002974990,0001413656                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/13/2017,01:00:00,REGULAR,0002975040,0001413663                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/13/2017,05:00:00,REGULAR,0002975042,0001413665                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/13/2017,07:26:47,REGULAR,0002975043,0001413673                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/13/2017,09:00:00,REGULAR,0002975067,0001413703                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/13/2017,13:00:00,REGULAR,0002975196,0001413830                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/13/2017,17:00:00,REGULAR,0002975468,0001413986                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/13/2017,21:00:00,REGULAR,0002975747,0001414116                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/14/2017,01:00:00,REGULAR,0002975808,0001414123                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/14/2017,05:00:00,REGULAR,0002975812,0001414124                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/14/2017,09:00:00,REGULAR,0002975841,0001414168                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/14/2017,13:00:00,REGULAR,0002975999,0001414284                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/14/2017,17:00:00,REGULAR,0002976271,0001414447                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/14/2017,21:00:00,REGULAR,0002976575,0001414596                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/15/2017,01:00:00,REGULAR,0002976650,0001414610                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/15/2017,05:00:00,REGULAR,0002976656,0001414610                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/15/2017,09:00:00,REGULAR,0002976684,0001414657                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/15/2017,13:00:00,REGULAR,0002976835,0001414798                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/15/2017,17:00:00,REGULAR,0002977103,0001414987                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/15/2017,21:00:00,REGULAR,0002977453,0001415167                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/16/2017,01:00:00,REGULAR,0002977528,0001415180                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/16/2017,05:00:00,REGULAR,0002977535,0001415181                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/16/2017,09:00:00,REGULAR,0002977554,0001415222                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/16/2017,13:00:00,REGULAR,0002977695,0001415389                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/16/2017,17:00:00,REGULAR,0002977976,0001415635                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/16/2017,21:00:00,REGULAR,0002978333,0001415808                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/10/2017,01:00:00,REGULAR,0007970957,0007483558                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/10/2017,05:00:00,REGULAR,0007970964,0007483572                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/10/2017,09:00:00,REGULAR,0007970972,0007483642                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/10/2017,13:00:00,REGULAR,0007971109,0007483986                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/10/2017,17:00:00,REGULAR,0007971357,0007484410                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/10/2017,21:00:00,REGULAR,0007971591,0007484708                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/11/2017,01:00:00,REGULAR,0007971663,0007484772                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/11/2017,05:00:00,REGULAR,0007971677,0007484790                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/11/2017,09:00:00,REGULAR,0007971681,0007484827                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/11/2017,13:00:00,REGULAR,0007971729,0007485064                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/11/2017,17:00:00,REGULAR,0007971878,0007485414                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/11/2017,21:00:00,REGULAR,0007972043,0007485604                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/12/2017,01:00:00,REGULAR,0007972090,0007485634                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/12/2017,05:00:00,REGULAR,0007972095,0007485643                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/12/2017,09:00:00,REGULAR,0007972139,0007485835                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/12/2017,13:00:00,REGULAR,0007972286,0007486160                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/12/2017,17:00:00,REGULAR,0007972566,0007486532                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/12/2017,21:00:00,REGULAR,0007972952,0007486805                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/13/2017,01:00:00,REGULAR,0007973002,0007486837                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/13/2017,05:00:00,REGULAR,0007973008,0007486838                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/13/2017,07:26:47,REGULAR,0007973019,0007486864                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/13/2017,09:00:00,REGULAR,0007973053,0007487015                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/13/2017,13:00:00,REGULAR,0007973200,0007487405                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/13/2017,17:00:00,REGULAR,0007973469,0007487759                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/13/2017,21:00:00,REGULAR,0007973846,0007488062                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/14/2017,01:00:00,REGULAR,0007973925,0007488097                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/14/2017,05:00:00,REGULAR,0007973927,0007488105                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/14/2017,09:00:00,REGULAR,0007973973,0007488297                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/14/2017,13:00:00,REGULAR,0007974124,0007488691                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/14/2017,17:00:00,REGULAR,0007974395,0007489054                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/14/2017,21:00:00,REGULAR,0007974801,0007489403                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/15/2017,01:00:00,REGULAR,0007974874,0007489447                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/15/2017,05:00:00,REGULAR,0007974878,0007489451                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/15/2017,09:00:00,REGULAR,0007974920,0007489671                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/15/2017,13:00:00,REGULAR,0007975090,0007490084                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/15/2017,17:00:00,REGULAR,0007975421,0007490465                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/15/2017,21:00:00,REGULAR,0007975844,0007490797                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/16/2017,01:00:00,REGULAR,0007975920,0007490836                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/16/2017,05:00:00,REGULAR,0007975926,0007490856                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/16/2017,09:00:00,REGULAR,0007975962,0007491009                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/16/2017,13:00:00,REGULAR,0007976122,0007491465                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/16/2017,17:00:00,REGULAR,0007976462,0007491897                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/16/2017,21:00:00,REGULAR,0007976830,0007492188                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/10/2017,01:00:00,REGULAR,0000074800,0000051769                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/10/2017,05:00:00,REGULAR,0000074839,0000051805                                         
